Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Austria (AT),19.11.2021 07:15 - 19.11.2021 07:30 (CET),156,n/e,n/e,3062,0,0,n/e,n/e,0,416,0,1848,211,n/e,n/e,22,0,16,100,n/e,1532
Austria (AT),19.11.2021 07:30 - 19.11.2021 07:45 (CET),156,n/e,n/e,3162,0,0,n/e,n/e,0,442,0,1890,193,n/e,n/e,22,0,20,100,n/e,1636
Austria (AT),19.11.2021 07:45 - 19.11.2021 08:00 (CET),156,n/e,n/e,3220,0,0,n/e,n/e,0,412,0,1903,144,n/e,n/e,22,0,24,100,n/e,1728
Austria (AT),19.11.2021 08:00 - 19.11.2021 08:15 (CET),156,n/e,n/e,3285,0,0,n/e,n/e,0,890,0,1923,608,n/e,n/e,22,0,28,100,n/e,1776
Austria (AT),19.11.2021 08:15 - 19.11.2021 08:30 (CET),156,n/e,n/e,3280,0,0,n/e,n/e,0,973,0,1931,699,n/e,n/e,22,0,28,100,n/e,1912
Austria (AT),19.11.2021 08:30 - 19.11.2021 08:45 (CET),156,n/e,n/e,3306,0,0,n/e,n/e,0,932,0,1939,680,n/e,n/e,22,0,36,100,n/e,2020
Austria (AT),19.11.2021 08:45 - 19.11.2021 09:00 (CET),156,n/e,n/e,3286,0,0,n/e,n/e,0,894,0,1922,650,n/e,n/e,22,0,40,100,n/e,2068
Austria (AT),19.11.2021 09:00 - 19.11.2021 09:15 (CET),156,n/e,n/e,3276,0,0,n/e,n/e,0,531,0,1924,510,n/e,n/e,22,0,48,100,n/e,2132
Austria (AT),19.11.2021 09:15 - 19.11.2021 09:30 (CET),156,n/e,n/e,3285,0,0,n/e,n/e,0,521,0,1942,458,n/e,n/e,22,0,56,100,n/e,2144
Austria (AT),19.11.2021 09:30 - 19.11.2021 09:45 (CET),156,n/e,n/e,3304,0,0,n/e,n/e,0,462,0,1959,449,n/e,n/e,22,0,64,100,n/e,2216
Austria (AT),19.11.2021 09:45 - 19.11.2021 10:00 (CET),156,n/e,n/e,3290,0,0,n/e,n/e,0,489,0,1940,360,n/e,n/e,22,0,72,100,n/e,2344
Austria (AT),19.11.2021 10:00 - 19.11.2021 10:15 (CET),156,n/e,n/e,3260,0,0,n/e,n/e,0,319,0,1922,114,n/e,n/e,22,0,80,100,n/e,2420
Austria (AT),19.11.2021 10:15 - 19.11.2021 10:30 (CET),156,n/e,n/e,3195,0,0,n/e,n/e,0,314,0,1872,99,n/e,n/e,22,0,88,100,n/e,2416
Austria (AT),19.11.2021 10:30 - 19.11.2021 10:45 (CET),156,n/e,n/e,3197,0,0,n/e,n/e,0,262,0,1858,96,n/e,n/e,22,0,96,100,n/e,2464
Austria (AT),19.11.2021 10:45 - 19.11.2021 11:00 (CET),152,n/e,n/e,3167,0,0,n/e,n/e,0,264,0,1838,97,n/e,n/e,22,0,100,100,n/e,2540
